"country","year_investment","sector","subsector","quantity_in_millions","investor","region","share_size","iso","bri"
"Niger",2019,"Energy","Hydro",170,"China Energy Engineering","Sub-Saharan Africa",NA,"NER",1
"Nigeria",2020,"Transport","Rail",990,"China Railway Construction","Sub-Saharan Africa",NA,"NGA",1
"Nigeria",2019,"Transport","Shipping",250,"China Railway Construction","Sub-Saharan Africa","1","NGA",1
"Nigeria",2016,"Transport","Rail",1220,"China Railway Construction","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2020,"Energy","Gas",840,"China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","0.8","NGA",1
"Nigeria",2008,"Transport","Rail",820,"China Railway Construction","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2013,"Energy",NA,420,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2020,"Transport","Rail",400,"China Railway Construction","Sub-Saharan Africa",NA,"NGA",1
"Nigeria",2006,"Energy",NA,110,"China Power Energy Consulting","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2018,"Energy","Oil",290,"China National Petroleum Corp. (CNPC)","Sub-Saharan Africa",NA,"NGA",1
"Nigeria",2017,"Energy","Oil",170,"China National Off-shore Oil (CNOOC)","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2016,"Energy","Gas",200,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2017,"Transport","Rail",1470,"China Railway Construction","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2018,"Energy","Gas",430,"China Energy Engineering","Sub-Saharan Africa",NA,"NGA",1
"Nigeria",2013,"Energy",NA,200,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2018,"Energy","Oil",720,"China National Chemical Engineering","Sub-Saharan Africa",NA,"NGA",1
"Nigeria",2015,"Energy",NA,580,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2019,"Transport","Rail",390,"China Railway Construction","Sub-Saharan Africa","0.1","NGA",1
"Nigeria",2019,"Energy","Hydro",5790,"China Energy Engineering, Power Construction Corp. (PowerChina), China Petroleum and Chemical (Sinopec)","Sub-Saharan Africa","45%, 35%, 20%","NGA",1
"Nigeria",2016,"Energy","Gas",410,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2017,"Transport","Rail",1490,"China Railway Construction","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2009,"Transport","Rail",850,"China Railway Construction","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2013,"Energy","Hydro",1290,"Power Construction Corp. (PowerChina), China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2018,"Transport","Shipping",460,"China Communications Construction","Sub-Saharan Africa",NA,"NGA",1
"Nigeria",2012,"Transport","Rail",160,"China Energy Engineering","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2020,"Transport","Shipping",220,"China Communications Construction","Sub-Saharan Africa","0.53","NGA",1
"Nigeria",2008,"Transport","Shipping",440,"China Communications Construction","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2012,"Energy","Oil",2500,"China Petroleum and Chemical (Sinopec)","Sub-Saharan Africa","0.2","NGA",0
"Nigeria",2012,"Energy",NA,130,"China Power Investment","Sub-Saharan Africa",NA,"NGA",0
"Nigeria",2019,"Energy","Gas",150,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"NGA",1
"Nigeria",2006,"Energy",NA,2270,"China National Off-shore Oil (CNOOC)","Sub-Saharan Africa","0.45","NGA",0
"Nigeria",2019,"Transport","Rail",1660,"China Railway Construction","Sub-Saharan Africa",NA,"NGA",1
"North Korea",2011,"Transport","Rail",2000,"Shangdi Guanqun Investment","East Asia & Pacific",NA,"PRK",0
"Norway",2008,"Energy","Oil",2490,"China National Off-shore Oil (CNOOC)","Europe & Central Asia","1","NOR",0
"Norway",2010,"Transport","Shipping",380,"HNA","Europe & Central Asia",NA,"NOR",0
"Norway",2014,"Energy","Alternative",640,"China National Chemical (ChemChina)","Europe & Central Asia","1","NOR",0
"Oman",2016,"Energy","Gas",330,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"OMN",0
"Oman",2016,"Energy","Gas",2300,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"OMN",0
"Oman",2009,"Energy",NA,720,"Shandong Electric Power Construction III","Middle East & North Africa",NA,"OMN",0
"Oman",2018,"Energy","Oil",320,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"OMN",1
"Oman",2019,"Energy",NA,970,"State Grid","Middle East & North Africa","0.49","OMN",1
"Oman",2020,"Energy","Alternative",400,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"OMN",1
"Pakistan",2015,"Energy",NA,150,"China National Machinery Industry (Sinomach)","South Asia","0.35","PAK",0
"Pakistan",2016,"Energy","Coal",530,"China Energy Engineering","South Asia",NA,"PAK",0
"Pakistan",2008,"Transport","Shipping",320,"China Three Gorges","South Asia",NA,"PAK",0
"Pakistan",2014,"Energy","Alternative",100,"China National Machinery Industry (Sinomach)","South Asia",NA,"PAK",0
"Pakistan",2016,"Energy","Hydro",390,"China Energy Engineering","South Asia","0.2","PAK",0
"Pakistan",2017,"Energy","Alternative",130,"Power Construction Corp. (PowerChina)","South Asia",NA,"PAK",1
"Pakistan",2010,"Energy","Coal",160,"China National Machinery Industry (Sinomach)","South Asia",NA,"PAK",0
"Pakistan",2014,"Transport","Shipping",130,"China Communications Construction","South Asia",NA,"PAK",0
"Pakistan",2019,"Energy","Coal",960,"Shanghai Electric","South Asia",NA,"PAK",1
"Pakistan",2014,"Energy","Oil",240,"China National Chemical Engineering","South Asia",NA,"PAK",0
"Pakistan",2014,"Energy","Hydro",240,"Power Construction Corp. (PowerChina)","South Asia",NA,"PAK",0
"Pakistan",2011,"Energy","Hydro",240,"China Three Gorges","South Asia",NA,"PAK",0
"Pakistan",2018,"Energy","Coal",260,"China National Machinery Industry (Sinomach)","South Asia",NA,"PAK",1
"Pakistan",2017,"Energy","Hydro",1720,"China Energy Engineering","South Asia",NA,"PAK",1
"Pakistan",2018,"Energy","Coal",980,"Shanghai Electric","South Asia","0.51","PAK",1
"Pakistan",2010,"Energy","Hydro",2690,"China National Machinery Industry (Sinomach), Gezhouba","South Asia",NA,"PAK",0
"Pakistan",2014,"Energy","Coal",1130,"China National Machinery Industry (Sinomach)","South Asia",NA,"PAK",0
"Pakistan",2017,"Energy","Alternative",200,"China Minmetals","South Asia",NA,"PAK",1
"Pakistan",2007,"Energy",NA,150,"China National Machinery Industry (Sinomach)","South Asia",NA,"PAK",0
"Pakistan",2019,"Energy","Hydro",1290,"China Energy Engineering","South Asia","0.7","PAK",1
"Pakistan",2010,"Energy","Hydro",110,"Sinohydro","South Asia",NA,"PAK",0
"Pakistan",2015,"Energy","Alternative",250,"China Energy Engineering","South Asia",NA,"PAK",0
"Pakistan",2015,"Energy","Coal",1070,"Power Construction Corp. (PowerChina)","South Asia","0.51","PAK",0
"Pakistan",2009,"Energy","Gas",150,"Dongfang Electric Corporation","South Asia",NA,"PAK",0
"Pakistan",2016,"Energy","Coal",1080,"Power Construction Corp. (PowerChina)","South Asia",NA,"PAK",0
"Pakistan",2017,"Transport","Rail",100,"China Railway Engineering","South Asia",NA,"PAK",1
"Pakistan",2015,"Energy",NA,9580,"China National Nuclear","South Asia",NA,"PAK",0
"Pakistan",2020,"Energy","Hydro",1230,"China Energy Engineering","South Asia","0.8","PAK",1
"Pakistan",2011,"Energy",NA,750,"United Energy","South Asia",NA,"PAK",0
"Pakistan",2020,"Energy","Hydro",1930,"Power Construction Corp. (PowerChina)","South Asia","0.7","PAK",1
"Pakistan",2013,"Energy","Hydro",300,"China Communications Construction","South Asia","0.8","PAK",0
"Pakistan",2011,"Energy","Alternative",130,"China Three Gorges","South Asia","1","PAK",0
"Pakistan",2015,"Transport","Shipping",1620,"Zhuhai Port Holdings, China State Construction Engineering","South Asia",NA,"PAK",0
"Pakistan",2017,"Energy","Gas",520,"China National Machinery Industry (Sinomach)","South Asia",NA,"PAK",1
"Pakistan",2009,"Energy",NA,600,"Harbin Electric","South Asia",NA,"PAK",0
"Pakistan",2011,"Energy",NA,1770,"China National Nuclear","South Asia",NA,"PAK",0
"Pakistan",2016,"Energy","Gas",910,"Power Construction Corp. (PowerChina)","South Asia",NA,"PAK",0
"Pakistan",2016,"Energy","Coal",420,"China National Machinery Industry (Sinomach)","South Asia","0.35","PAK",0
"Pakistan",2015,"Energy","Alternative",120,"Power Construction Corp. (PowerChina)","South Asia",NA,"PAK",0
"Pakistan",2016,"Transport","Shipping",220,"Power Construction Corp. (PowerChina)","South Asia",NA,"PAK",0
"Pakistan",2014,"Transport","Shipping",220,"China Communications Construction","South Asia",NA,"PAK",0
"Pakistan",2016,"Energy","Alternative",220,"China Three Gorges","South Asia","1","PAK",0
"Pakistan",2016,"Energy","Hydro",1650,"China Three Gorges","South Asia",NA,"PAK",0
"Pakistan",2015,"Energy","Alternative",460,"ZTE (Zhongxing Telecommunications Equipment)","South Asia","1","PAK",0
"Pakistan",2015,"Energy","Coal",1810,"Huaneng Power","South Asia","1","PAK",0
"Pakistan",2019,"Energy","Coal",970,"Datang","South Asia","1","PAK",1
"Pakistan",2015,"Energy","Alternative",100,"Power Construction Corp. (PowerChina)","South Asia",NA,"PAK",0
"Pakistan",2018,"Energy","Coal",280,"Harbin Electric","South Asia",NA,"PAK",1
"Pakistan",2017,"Energy","Coal",1480,"State Power Investment Corporation","South Asia","0.74","PAK",1
"Pakistan",2019,"Energy","Hydro",340,"Power Construction Corp. (PowerChina)","South Asia",NA,"PAK",1
"Pakistan",2015,"Transport","Rail",1620,"China Railway Corp, China North Industries (Norinco)","South Asia",NA,"PAK",0
"Pakistan",2014,"Energy","Hydro",900,"China Three Gorges","South Asia",NA,"PAK",0
"Pakistan",2005,"Energy",NA,860,"China National Nuclear","South Asia",NA,"PAK",0
"Pakistan",2017,"Energy","Hydro",910,"China Energy Engineering","South Asia",NA,"PAK",1
"Pakistan",2012,"Energy","Gas",200,"United Energy","South Asia",NA,"PAK",0
"Pakistan",2019,"Energy","Gas",220,"Harbin Electric","South Asia",NA,"PAK",1
"Pakistan",2015,"Energy","Gas",1100,"Harbin Electric","South Asia",NA,"PAK",0
"Pakistan",2017,"Energy","Coal",170,"China National Machinery Industry (Sinomach)","South Asia","0.35","PAK",1
"Pakistan",2018,"Energy",NA,1760,"State Grid","South Asia",NA,"PAK",1
"Pakistan",2014,"Energy","Alternative",130,"Power Construction Corp. (PowerChina)","South Asia",NA,"PAK",0
"Pakistan",2017,"Energy","Coal",470,"China Communications Construction","South Asia",NA,"PAK",1
"Panama",2017,"Transport","Shipping",100,"China Communications Construction","Latin America & Caribbean",NA,"PAN",1
"Panama",2020,"Energy","Alternative",110,"China Energy Engineering","Latin America & Caribbean",NA,"PAN",1
"Panama",2016,"Transport","Shipping",200,"Shandong Landbridge","Latin America & Caribbean",NA,"PAN",0
"Papua New Guinea",2017,"Energy","Gas",480,"China Energy Engineering","East Asia & Pacific",NA,"PNG",0
"Papua New Guinea",2017,"Energy","Hydro",880,"Shenzhen Energy, Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"PNG",0
"Papua New Guinea",2012,"Transport","Shipping",290,"China Communications Construction","East Asia & Pacific",NA,"PNG",0
"Peru",2012,"Energy","Hydro",900,"China Energy Engineering","Latin America & Caribbean",NA,"PER",0
"Peru",2017,"Energy","Hydro",110,"China Three Gorges","Latin America & Caribbean","0.25","PER",0
"Peru",2017,"Energy","Hydro",220,"China Three Gorges","Latin America & Caribbean","0.5","PER",0
"Peru",2018,"Energy","Hydro",1390,"China Three Gorges","Latin America & Caribbean",NA,"PER",0
"Peru",2020,"Transport","Shipping",780,"China Ocean Shipping (COSCO)","Latin America & Caribbean","0.6","PER",1
"Peru",2013,"Energy",NA,2890,"China National Petroleum Corp. (CNPC)","Latin America & Caribbean",NA,"PER",0
"Peru",2019,"Energy",NA,3590,"China Three Gorges","Latin America & Caribbean","0.84","PER",1
"Philippines",2020,"Transport","Rail",1260,"China State Construction Engineering","East Asia & Pacific",NA,"PHL",1
"Philippines",2019,"Transport","Rail",100,"Redco","East Asia & Pacific",NA,"PHL",1
"Philippines",2019,"Energy",NA,400,"State Grid","East Asia & Pacific","0.4","PHL",1
"Philippines",2018,"Transport","Rail",270,"China Railway Engineering","East Asia & Pacific",NA,"PHL",1
"Philippines",2013,"Energy","Coal",600,"China Energy Engineering","East Asia & Pacific",NA,"PHL",0
"Philippines",2014,"Energy","Coal",210,"China General Technology (Genertec)","East Asia & Pacific",NA,"PHL",0
"Philippines",2014,"Energy","Coal",1000,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"PHL",0
"Philippines",2018,"Energy","Hydro",230,"China Energy Engineering","East Asia & Pacific",NA,"PHL",1
"Philippines",2010,"Energy","Hydro",600,"Gezhouba","East Asia & Pacific",NA,"PHL",0
"Philippines",2019,"Transport","Rail",300,"China Railway Construction","East Asia & Pacific","0.09","PHL",1
"Philippines",2019,"Energy","Hydro",800,"China Energy Engineering","East Asia & Pacific",NA,"PHL",1
"Philippines",2016,"Energy","Alternative",440,"Qingdao Hengshun Zhongsheng","East Asia & Pacific",NA,"PHL",0
"Philippines",2016,"Energy","Coal",280,"China Energy Engineering","East Asia & Pacific",NA,"PHL",0
"Philippines",2009,"Energy",NA,580,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"PHL",0
"Philippines",2018,"Energy","Gas",350,"China Energy Engineering","East Asia & Pacific",NA,"PHL",1
"Philippines",2017,"Energy","Coal",1670,"China Communications Construction, Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"PHL",0
"Philippines",2008,"Energy",NA,1580,"State Grid","East Asia & Pacific","0.4","PHL",0
"Poland",2020,"Energy","Alternative",100,"China National Building Material","Europe & Central Asia",NA,"POL",1
"Poland",2020,"Transport","Rail",530,"Power Construction Corp. (PowerChina)","Europe & Central Asia",NA,"POL",1
"Poland",2014,"Energy","Alternative",200,"Ex-Im Bank","Europe & Central Asia","0.5","POL",0
"Poland",2013,"Energy","Coal",560,"China Energy Engineering","Europe & Central Asia","0.33","POL",0
"Poland",2013,"Energy","Alternative",190,"China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,"POL",0
"Poland",2017,"Energy",NA,150,"Power Construction Corp. (PowerChina)","Europe & Central Asia",NA,"POL",1
"Poland",2015,"Energy","Alternative",340,"China Three Gorges","Europe & Central Asia","0.49","POL",1
"Portugal",2012,"Energy","Alternative",470,"China Three Gorges","Europe & Central Asia","0.49","PRT",0
"Portugal",2017,"Energy","Alternative",260,"China Three Gorges","Europe & Central Asia","0.49","PRT",0
"Portugal",2012,"Energy",NA,510,"State Grid","Europe & Central Asia","0.25","PRT",0
"Portugal",2015,"Energy",NA,590,"State Administration of Foreign Exchange (SAFE), China Reform Holdings","Europe & Central Asia","0.05","PRT",0
"Portugal",2011,"Energy",NA,3510,"China Three Gorges","Europe & Central Asia","0.21","PRT",0
"Portugal",2020,"Energy",NA,260,"China Three Gorges","Europe & Central Asia",NA,"PRT",1
"Qatar",2020,"Energy","Alternative",460,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"QAT",1
"Qatar",2009,"Energy","Gas",100,"China National Off-shore Oil (CNOOC)","Middle East & North Africa",NA,"QAT",0
"Qatar",2011,"Transport","Shipping",880,"China Communications Construction","Middle East & North Africa",NA,"QAT",0
"Qatar",2014,"Transport","Shipping",170,"China Communications Construction","Middle East & North Africa",NA,"QAT",1
"Qatar",2016,"Energy","Gas",110,"China National Off-shore Oil (CNOOC)","Middle East & North Africa",NA,"QAT",1
"Romania",2013,"Energy","Alternative",540,"Ming Yan","Europe & Central Asia",NA,"ROU",0
"Romania",2012,"Energy","Coal",1300,"China Huadian Corporation (Huadian)","Europe & Central Asia",NA,"ROU",0
"Romania",2014,"Energy","Coal",270,"China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,"ROU",0
"Russia",2019,"Energy","Gas",610,"Bomesc Offshore Engineering","Europe & Central Asia",NA,"RUS",1
"Russia",2006,"Energy",NA,500,"China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,"RUS",0
"Russia",2011,"Energy",NA,2290,"China Three Gorges","Europe & Central Asia","0.5","RUS",0
"Russia",2010,"Energy",NA,170,"China Three Gorges","Europe & Central Asia",NA,"RUS",0
"Russia",2017,"Energy",NA,500,"CEFC China Energy","Europe & Central Asia",NA,"RUS",1
"Russia",2013,"Energy",NA,1140,"State Grid","Europe & Central Asia",NA,"RUS",0
"Russia",2019,"Transport","Rail",420,"China Railway Construction","Europe & Central Asia",NA,"RUS",1
"Russia",2017,"Transport","Rail",390,"China Railway Construction","Europe & Central Asia",NA,"RUS",1
"Russia",2015,"Energy","Gas",1210,"State Administration of Foreign Exchange (SAFE)","Europe & Central Asia","0.1","RUS",0
"Russia",2010,"Energy",NA,360,"China Huadian Corporation (Huadian)","Europe & Central Asia","0.51","RUS",0
"Russia",2016,"Energy","Gas",1150,"State Administration of Foreign Exchange (SAFE)","Europe & Central Asia","0.1","RUS",0
"Russia",2014,"Energy","Oil",990,"China National Petroleum Corp. (CNPC)","Europe & Central Asia","0.1","RUS",0
"Russia",2009,"Energy","Oil",300,"China Investment Corporation (CIC)","Europe & Central Asia","0.45","RUS",0
"Russia",2017,"Energy","Gas",1470,"China Energy Engineering","Europe & Central Asia",NA,"RUS",1
"Russia",2014,"Energy","Hydro",1460,"Power Construction Corp. (PowerChina)","Europe & Central Asia","0.49","RUS",0
"Russia",2014,"Energy","Gas",940,"China National Petroleum Corp. (CNPC)","Europe & Central Asia","0.2","RUS",0
"Russia",2018,"Energy","Oil",420,"China National Chemical Engineering","Europe & Central Asia",NA,"RUS",1
"Russia",2012,"Energy",NA,590,"China Huadian Corporation (Huadian)","Europe & Central Asia","1","RUS",0
"Russia",2006,"Energy",NA,3490,"China Petroleum and Chemical (Sinopec)","Europe & Central Asia","0.49","RUS",0
"Russia",2019,"Energy","Gas",4040,"China National Petroleum Corp. (CNPC), China National Off-shore Oil (CNOOC)","Europe & Central Asia","0.2","RUS",1
"Russia",2017,"Energy","Gas",2520,"China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,"RUS",1
"Russia",2016,"Energy","Gas",260,"China Energy Engineering","Europe & Central Asia",NA,"RUS",0
"Russia",2014,"Energy","Alternative",450,"Harbin Electric","Europe & Central Asia","1","RUS",0
"Russia",2014,"Energy","Gas",1640,"China National Off-shore Oil (CNOOC)","Europe & Central Asia",NA,"RUS",0
"Russia",2013,"Energy","Coal",460,"Shenhua","Europe & Central Asia","0.5","RUS",0
"Russia",2015,"Energy","Gas",1340,"China Petroleum and Chemical (Sinopec)","Europe & Central Asia","0.1","RUS",0
"Russia",2016,"Energy","Gas",1080,"Beijing Enterprises (BEHL)","Europe & Central Asia","0.2","RUS",0
"Russia",2017,"Energy","Oil",100,"China Investment Corporation (CIC)","Europe & Central Asia","0.06","RUS",1
"Russia",2013,"Energy","Oil",620,"China National Petroleum Corp. (CNPC)","Europe & Central Asia","0.49","RUS",0
"Russia",2015,"Transport","Rail",380,"China Railway Engineering","Europe & Central Asia",NA,"RUS",0
"Russia",2017,"Energy","Oil",1170,"China National Chemical Engineering","Europe & Central Asia",NA,"RUS",1
"Rwanda",2020,"Energy","Hydro",210,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"RWA",1
"Rwanda",2015,"Energy","Hydro",340,"China Petroleum and Chemical (Sinopec), Jiangxi Water","Sub-Saharan Africa",NA,"RWA",0
"São Tomé & Príncipe",2013,"Energy","Oil",150,"China Petroleum and Chemical (Sinopec)","Sub-Saharan Africa",NA,"STP",0
"São Tomé & Príncipe",2015,"Transport","Shipping",120,"China Communications Construction","Sub-Saharan Africa",NA,"STP",0
"Saudi Arabia",2018,"Energy","Gas",270,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2018,"Energy","Oil",560,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2017,"Energy","Oil",100,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2013,"Transport","Shipping",390,"China Communications Construction","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2016,"Energy","Oil",330,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2015,"Energy","Gas",700,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2019,"Energy","Oil",120,"China Communications Construction","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2014,"Transport","Shipping",200,"China Communications Construction","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2011,"Energy","Oil",3710,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa","0.38","SAU",0
"Saudi Arabia",2019,"Energy","Gas",400,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2014,"Energy","Oil",100,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2009,"Transport","Rail",390,"China Railway Construction","Middle East & North Africa","0.21","SAU",0
"Saudi Arabia",2019,"Energy",NA,140,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2018,"Transport","Shipping",3020,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2017,"Energy","Gas",190,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2014,"Energy","Oil",190,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2012,"Transport","Shipping",340,"China National Chemical Engineering","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2012,"Energy","Oil",150,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2011,"Energy","Oil",100,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2013,"Energy",NA,1720,"Shandong Electric Power Construction II","Middle East & North Africa","0.7","SAU",0
"Saudi Arabia",2009,"Transport","Rail",1160,"China Railway Construction","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2018,"Energy","Oil",300,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2015,"Energy","Oil",140,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2019,"Energy","Oil",270,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2009,"Energy","Oil",1650,"Shandong Electric Power Construction III, Dongfang Electric Corporation","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2009,"Transport","Shipping",100,"China Communications Construction","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2019,"Transport","Rail",100,"China Railway Construction","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2020,"Energy","Oil",1220,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2019,"Energy","Alternative",960,"State Administration of Foreign Exchange (SAFE)","Middle East & North Africa","0.25","SAU",1
"Saudi Arabia",2017,"Energy","Gas",250,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",1
"Saudi Arabia",2015,"Energy","Gas",1290,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"SAU",0
"Saudi Arabia",2013,"Energy","Oil",1770,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"SAU",0
"Senegal",2015,"Transport","Rail",1260,"China Railway Construction","Sub-Saharan Africa",NA,"SEN",0
"Senegal",2015,"Energy",NA,570,"Western Power","Sub-Saharan Africa",NA,"SEN",0
"Serbia",2017,"Energy","Gas",210,"Shanghai Electric","Europe & Central Asia",NA,"SRB",1
"Serbia",2010,"Energy","Coal",340,"China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,"SRB",0
"Serbia",2014,"Energy",NA,970,"China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,"SRB",0
"Serbia",2019,"Transport","Rail",350,"China Railway Engineering","Europe & Central Asia",NA,"SRB",1
"Serbia",2018,"Energy","Alternative",140,"Shanghai Electric","Europe & Central Asia",NA,"SRB",1
"Serbia",2017,"Energy",NA,230,"Power Construction Corp. (PowerChina)","Europe & Central Asia",NA,"SRB",1
"Sierra Leone",2011,"Transport","Rail",490,"China Communications Construction","Sub-Saharan Africa",NA,"SLE",0
"Sierra Leone",2014,"Transport","Shipping",710,"Tidfore Heavy","Sub-Saharan Africa",NA,"SLE",0
"Singapore",2011,"Transport","Rail",400,"China Railway Construction","East Asia & Pacific",NA,"SGP",0
"Singapore",2016,"Transport","Rail",140,"China Minmetals","East Asia & Pacific",NA,"SGP",0
"Singapore",2016,"Transport","Rail",220,"Shanghai Tunnel Engineering","East Asia & Pacific",NA,"SGP",0
"Singapore",2017,"Transport","Rail",230,"China Railway Engineering","East Asia & Pacific",NA,"SGP",1
"Singapore",2018,"Transport","Shipping",200,"China Communications Construction","East Asia & Pacific","1","SGP",1
"Singapore",2008,"Transport","Rail",310,"Shanghai Tunnel Engineering","East Asia & Pacific",NA,"SGP",0
"Singapore",2009,"Energy","Oil",1160,"China National Petroleum Corp. (CNPC)","East Asia & Pacific","0.5","SGP",0
"Singapore",2019,"Transport","Rail",340,"Shanghai Tunnel Engineering","East Asia & Pacific",NA,"SGP",1
"Singapore",2016,"Transport","Rail",130,"China Communications Construction","East Asia & Pacific",NA,"SGP",0
"Singapore",2008,"Energy",NA,3040,"Huaneng Power","East Asia & Pacific","1","SGP",0
"Singapore",2009,"Energy","Oil",1020,"China National Petroleum Corp. (CNPC)","East Asia & Pacific","0.46","SGP",0
"Singapore",2014,"Transport","Rail",200,"Power Construction Corp. (PowerChina)","East Asia & Pacific","0.5","SGP",0
"Singapore",2019,"Energy","Alternative",300,"Tianjin Zhonghuan Semi","East Asia & Pacific","0.28999999999999998","SGP",1
"Singapore",2010,"Transport","Shipping",320,"China Communications Construction","East Asia & Pacific",NA,"SGP",0
"Singapore",2008,"Transport","Shipping",330,"China Ocean Shipping (COSCO)","East Asia & Pacific","0.28999999999999998","SGP",0
"Singapore",2013,"Transport","Rail",150,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"SGP",0
"Singapore",2011,"Transport","Rail",180,"China State Construction Engineering","East Asia & Pacific",NA,"SGP",0
"Singapore",2017,"Energy","Alternative",370,"China Investment Corporation (CIC)","East Asia & Pacific","0.1","SGP",1
"Singapore",2017,"Transport","Rail",120,"China State Construction Engineering","East Asia & Pacific",NA,"SGP",1
"Singapore",2014,"Transport","Rail",270,"Shanghai Tunnel Engineering","East Asia & Pacific",NA,"SGP",0
"Singapore",2016,"Transport","Rail",180,"China Railway Engineering","East Asia & Pacific",NA,"SGP",0
"Singapore",2014,"Transport","Rail",290,"Shanghai Shentong","East Asia & Pacific",NA,"SGP",0
"Singapore",2019,"Transport","Rail",160,"China Railway Construction","East Asia & Pacific",NA,"SGP",1
"Singapore",2016,"Transport","Rail",110,"Shanghai Tunnel Engineering","East Asia & Pacific",NA,"SGP",0
"Singapore",2017,"Transport","Rail",150,"China State Construction Engineering","East Asia & Pacific",NA,"SGP",1
"South Africa",2015,"Energy","Coal",110,"Qingdao Hengshun","Sub-Saharan Africa","0.34","ZAF",0
